GeneSym	uniConSig	Target.List	opt.cut
NR2C1	0.858422557510235	0	0.491148262456006
HOXB4	0.857238552584786	0	0.491148262456006
ETV6	0.856213829252258	1	0.491148262456006
PAX5	0.855263529528897	1	0.491148262456006
WRN	0.854525913651826	1	0.491148262456006
CCNE1	0.854311620682272	1	0.491148262456006
KDM5A	0.853955786793432	1	0.491148262456006
STAT3	0.853748926940758	1	0.491148262456006
MDM4	0.853732790982607	1	0.491148262456006
SMAD4	0.853566814668144	1	0.491148262456006
CDKN2B	0.853490599946901	0	0.491148262456006
ELK1	0.851472243913511	0	0.491148262456006
RAF1	0.850274826100091	1	0.491148262456006
SMARCD2	0.849434675146509	0	0.491148262456006
MITF	0.849424651841147	1	0.491148262456006
SOS1	0.84892765901137	0	0.491148262456006
TP63	0.847617289280408	1	0.491148262456006
MBD1	0.847354605369477	0	0.491148262456006
TP73	0.846744789992309	0	0.491148262456006
TOP2B	0.846163918774483	0	0.491148262456006
HES1	0.845913801462698	0	0.491148262456006
XPA	0.845758778457886	1	0.491148262456006
ABL2	0.844954728020186	1	0.491148262456006
SMAD2	0.844851015747812	1	0.491148262456006
DEK	0.844000990566164	1	0.491148262456006
TERT	0.843177429510963	1	0.491148262456006
TEC	0.842949510759945	1	0.491148262456006
GCM1	0.842860710831168	0	0.491148262456006
BRAF	0.842566413510897	1	0.491148262456006
PIK3CA	0.840600296367048	1	0.491148262456006
BCL9L	0.839379797878902	1	0.491148262456006
CBL	0.838637207436497	1	0.491148262456006
BCL9	0.838607765902655	1	0.491148262456006
MAP2K2	0.838348858925893	1	0.491148262456006
PDGFRA	0.838322394418034	1	0.491148262456006
BCL11B	0.837580529744944	1	0.491148262456006
SKI	0.837102172978638	1	0.491148262456006
GATA3	0.835391841819186	1	0.491148262456006
NBN	0.833971033200682	1	0.491148262456006
BRCA2	0.832814011910172	1	0.491148262456006
LATS2	0.832560335931632	1	0.491148262456006
LEF1	0.830735676422079	1	0.491148262456006
ASXL1	0.830114059853339	1	0.491148262456006
KAT2A	0.829481921161001	0	0.491148262456006
BAZ1B	0.828060784899899	0	0.491148262456006
MSI2	0.827729570978518	1	0.491148262456006
NCOA3	0.825576372732382	0	0.491148262456006
FANCA	0.825012032508796	1	0.491148262456006
SIX2	0.824431862320997	1	0.491148262456006
ZFHX3	0.824411518302567	1	0.491148262456006
ZEB1	0.823663664704825	1	0.491148262456006
JAK1	0.823540101506042	1	0.491148262456006
GLIS1	0.822839447088704	0	0.491148262456006
JDP2	0.822035265008142	0	0.491148262456006
ITK	0.82185663834751	1	0.491148262456006
PYGO2	0.821431003293647	0	0.491148262456006
PBX1	0.821222506950587	1	0.491148262456006
CDK4	0.821035726193714	1	0.491148262456006
TPR	0.821031421397836	1	0.491148262456006
TCF7L2	0.819773533377075	1	0.491148262456006
PELP1	0.819565873421025	0	0.491148262456006
BCR	0.818563213400254	1	0.491148262456006
NCOA6	0.81832816299703	0	0.491148262456006
NCOR2	0.816941973253869	1	0.491148262456006
CEBPA	0.816881285255029	1	0.491148262456006
TOP1	0.816527819095691	1	0.491148262456006
STAT5A	0.815788124389018	0	0.491148262456006
MAP3K2	0.81575365802107	0	0.491148262456006
CHD7	0.814793409038564	0	0.491148262456006
ABL1	0.814738716539937	1	0.491148262456006
PRKCB	0.814399759293992	1	0.491148262456006
PLAG1	0.813742797539634	1	0.491148262456006
NFATC2	0.813691863315209	1	0.491148262456006
MAP3K5	0.813673635149533	0	0.491148262456006
MYOD1	0.813669531064232	1	0.491148262456006
GLI2	0.813127961450002	0	0.491148262456006
TCF12	0.811534580628616	1	0.491148262456006
IGF1R	0.811171752931895	0	0.491148262456006
NCOR1	0.81101384443053	1	0.491148262456006
VAV1	0.810385493748284	1	0.491148262456006
PTPN11	0.809743475471452	1	0.491148262456006
FGFR4	0.80949872698407	1	0.491148262456006
CEBPB	0.809461923584474	0	0.491148262456006
SP3	0.809429216476345	0	0.491148262456006
ESR1	0.809324549423054	1	0.491148262456006
GATA2	0.808701631206043	1	0.491148262456006
EPOR	0.807973017321874	0	0.491148262456006
NFATC4	0.807880565209057	0	0.491148262456006
JUN	0.807725385787507	1	0.491148262456006
MSH2	0.805852578376346	1	0.491148262456006
NFIC	0.804888648949364	0	0.491148262456006
RCOR1	0.804353853620412	0	0.491148262456006
PTK2	0.804105154239736	0	0.491148262456006
JARID2	0.803966763477537	0	0.491148262456006
BPTF	0.803768117993072	0	0.491148262456006
ING1	0.803252999682765	0	0.491148262456006
MET	0.803158754535241	1	0.491148262456006
MYCN	0.802935363175623	1	0.491148262456006
CHD8	0.802879845856461	0	0.491148262456006
CASP9	0.802724774022647	1	0.491148262456006
PATZ1	0.802541565813173	1	0.491148262456006
RELA	0.802511296104061	0	0.491148262456006
ZBTB1	0.802253963555914	0	0.491148262456006
ASH2L	0.80180296871338	0	0.491148262456006
MAPK1	0.801120869257068	1	0.491148262456006
AKT1	0.801029973951917	1	0.491148262456006
SS18	0.800590610955865	1	0.491148262456006
NCOA1	0.800416650824137	1	0.491148262456006
ZIC3	0.799787689136281	0	0.491148262456006
HMGA2	0.799322513350174	1	0.491148262456006
TCF7	0.799207670614185	0	0.491148262456006
BRD8	0.799204086991307	0	0.491148262456006
RAG1	0.799068366935779	0	0.491148262456006
MTA3	0.79873223859357	0	0.491148262456006
DBF4B	0.798707378892322	0	0.491148262456006
GLI3	0.797555378336321	0	0.491148262456006
JAK3	0.797303167600208	1	0.491148262456006
SRF	0.797238425667242	0	0.491148262456006
MEF2D	0.797200086333363	0	0.491148262456006
CREB1	0.796559323522882	1	0.491148262456006
SMAD1	0.796384881711898	0	0.491148262456006
ROS1	0.795572381643909	1	0.491148262456006
CCND2	0.795548902578337	1	0.491148262456006
BRD4	0.795065742073178	1	0.491148262456006
ERCC3	0.795061207507184	1	0.491148262456006
ARID4B	0.794559964347049	0	0.491148262456006
TBX3	0.793766693914213	1	0.491148262456006
CCND3	0.793719029690036	1	0.491148262456006
BCL3	0.793611148636377	1	0.491148262456006
MKL1	0.793076425260025	0	0.491148262456006
HIC1	0.792845637162865	0	0.491148262456006
ARID4A	0.79264923543533	0	0.491148262456006
SOX9	0.792548784856315	0	0.491148262456006
PTK6	0.792512862684514	1	0.491148262456006
ARHGAP35	0.792426112946049	0	0.491148262456006
PALB2	0.792374278066867	1	0.491148262456006
SOX2	0.791925936304376	1	0.491148262456006
ERBB4	0.791855287355854	1	0.491148262456006
MAP2K4	0.79173615614286	1	0.491148262456006
DDX5	0.791651564491512	1	0.491148262456006
CDX2	0.791607444336362	1	0.491148262456006
MSH6	0.791464755737118	1	0.491148262456006
WT1	0.79072115350619	1	0.491148262456006
PAK3	0.790646620484743	0	0.491148262456006
TWIST1	0.789287103381422	0	0.491148262456006
TSC2	0.789186610839025	1	0.491148262456006
ETV4	0.789170370401544	1	0.491148262456006
JAK2	0.788615021982169	1	0.491148262456006
FGFR1	0.788380615748445	1	0.491148262456006
CDKN1A	0.787900262231673	1	0.491148262456006
DAXX	0.787857577668036	1	0.491148262456006
NF2	0.787579113720112	1	0.491148262456006
ITPKB	0.787284589973886	0	0.491148262456006
SFPQ	0.787227293713103	1	0.491148262456006
ZBTB16	0.786426956480484	1	0.491148262456006
KDM6A	0.786372940990834	1	0.491148262456006
EPAS1	0.786216038242411	1	0.491148262456006
SIX1	0.785934103523847	1	0.491148262456006
FAM53C	0.78593255155242	0	0.491148262456006
MAP2K5	0.784793921017829	0	0.491148262456006
CSF1R	0.784415779652203	1	0.491148262456006
SPEN	0.784124281913194	1	0.491148262456006
NIPBL	0.784020171997374	0	0.491148262456006
MYC	0.78361306221324	1	0.491148262456006
MSGN1	0.783605294383072	0	0.491148262456006
TFAP2A	0.783426380957853	0	0.491148262456006
SHC1	0.782307962157906	0	0.491148262456006
RXRA	0.781978989454096	0	0.491148262456006
SMARCB1	0.781307048565344	1	0.491148262456006
HNRNPK	0.781253598344648	0	0.491148262456006
PSIP1	0.780871565273215	1	0.491148262456006
MED25	0.780406976023775	0	0.491148262456006
PTPN6	0.78036611014009	1	0.491148262456006
AKT3	0.779889716483051	1	0.491148262456006
AXIN1	0.7792477038922	1	0.491148262456006
RPS6KB1	0.778989715554541	0	0.491148262456006
CSK	0.778776289052023	0	0.491148262456006
PYGO1	0.778652398428573	0	0.491148262456006
RASSF1	0.778649998566073	0	0.491148262456006
SMARCE1	0.778428631481453	1	0.491148262456006
ARID3A	0.778328401262639	0	0.491148262456006
NKX2-1	0.778123436234643	1	0.491148262456006
E2F1	0.77774832361136	0	0.491148262456006
FUS	0.777606833823996	1	0.491148262456006
SETD7	0.777499425751626	0	0.491148262456006
ELF4	0.777447989327345	1	0.491148262456006
H3F3A	0.777397456612167	1	0.491148262456006
HIF1A	0.777234951045786	1	0.491148262456006
ZMIZ1	0.776857382557203	0	0.491148262456006
CDKN2A	0.776703476987918	1	0.491148262456006
MDM2	0.776503172133258	1	0.491148262456006
H3F3B	0.776356161629541	1	0.491148262456006
BARX2	0.775024512637446	0	0.491148262456006
MLL	0.774973359438888	0	0.491148262456006
SH2B3	0.774834604785033	1	0.491148262456006
SMAD5	0.774415563373987	0	0.491148262456006
ZFPM2	0.77353108544409	0	0.491148262456006
PRKAR2A	0.77346391969431	0	0.491148262456006
RBL2	0.772874534771528	0	0.491148262456006
DMRTC1	0.772621838450266	0	0.491148262456006
MBD2	0.772200941112869	0	0.491148262456006
SATB1	0.77178183065697	0	0.491148262456006
SMARCD3	0.771506286732808	0	0.491148262456006
FER	0.771406283012903	0	0.491148262456006
BMX	0.770802110355369	0	0.491148262456006
KIT	0.770484118458431	1	0.491148262456006
SSBP3	0.770476651613859	0	0.491148262456006
MGMT	0.770416318857671	1	0.491148262456006
CHUK	0.769857554013254	0	0.491148262456006
TCF3	0.769842375825902	1	0.491148262456006
NR2C2	0.76955445585503	0	0.491148262456006
GAB1	0.769506323185105	0	0.491148262456006
MED1	0.769120224250395	0	0.491148262456006
SALL4	0.768882249226314	1	0.491148262456006
FOXN1	0.768857821217585	0	0.491148262456006
CBFA2T2	0.76880738436956	0	0.491148262456006
PRRX1	0.768229795332543	1	0.491148262456006
LTK	0.767713721772282	0	0.491148262456006
SMC1A	0.767496705035079	1	0.491148262456006
HES7	0.767402364858391	0	0.491148262456006
MAX	0.767041682337434	1	0.491148262456006
TBL1XR1	0.766930217124764	1	0.491148262456006
RPS6KA5	0.766645426922226	0	0.491148262456006
ZNF335	0.766517232331283	0	0.491148262456006
POU4F2	0.766294146932639	0	0.491148262456006
ASCL3	0.766285611623901	0	0.491148262456006
TAF15	0.76617869042448	1	0.491148262456006
PDGFRB	0.765988497963303	1	0.491148262456006
STAT6	0.765774132060583	1	0.491148262456006
FRS2	0.765722908711388	0	0.491148262456006
CTC1	0.765586446431776	0	0.491148262456006
CAPRIN1	0.765325541027435	0	0.491148262456006
TBX6	0.765171427931089	0	0.491148262456006
NR3C1	0.765149669236946	0	0.491148262456006
ZEB2	0.764763626960831	0	0.491148262456006
SETX	0.764284353614335	0	0.491148262456006
PGR	0.763565895090329	0	0.491148262456006
IRS2	0.763233368777314	0	0.491148262456006
AKT1S1	0.762573070596456	0	0.491148262456006
HDAC5	0.762364463509908	0	0.491148262456006
DYRK1A	0.762200248996643	0	0.491148262456006
CHEK1	0.762195172461832	0	0.491148262456006
LCK	0.762109537225005	1	0.491148262456006
HIPK2	0.762049192630385	0	0.491148262456006
WAS	0.761450762130769	1	0.491148262456006
PPP2R3A	0.761406769332184	0	0.491148262456006
RICTOR	0.761223857836301	0	0.491148262456006
MYB	0.761222450154482	1	0.491148262456006
E2F7	0.761157229170054	0	0.491148262456006
CASP3	0.760840259606963	1	0.491148262456006
SRC	0.760536833641495	1	0.491148262456006
NEUROG1	0.76048333124283	0	0.491148262456006
MEF2A	0.760313178596187	0	0.491148262456006
KDM6B	0.760287551949728	0	0.491148262456006
TAF1	0.76017894496017	0	0.491148262456006
ING2	0.760000515227802	0	0.491148262456006
PRDM2	0.759482717810972	1	0.491148262456006
OTX2	0.758903382406421	0	0.491148262456006
MAPK8	0.758770047304059	0	0.491148262456006
ZNF280B	0.758643289707549	0	0.491148262456006
SMAD7	0.758631282371776	0	0.491148262456006
BCL2	0.758485106519131	1	0.491148262456006
PTPRC	0.758441982137819	1	0.491148262456006
RASA1	0.758361877711336	0	0.491148262456006
CASP8	0.758167810747713	1	0.491148262456006
NR5A1	0.758136995467798	0	0.491148262456006
FANCC	0.757994589751199	1	0.491148262456006
FES	0.757926197039241	1	0.491148262456006
PITX2	0.75785800400693	0	0.491148262456006
NCOA2	0.757630096956537	1	0.491148262456006
TAOK3	0.757160935638594	0	0.491148262456006
RFC1	0.756964554238504	0	0.491148262456006
ABI1	0.756664945318152	1	0.491148262456006
TRIM28	0.756568628693073	0	0.491148262456006
PARP1	0.756343575848358	0	0.491148262456006
SPTA1	0.755750420327902	0	0.491148262456006
TRRAP	0.75548962265756	1	0.491148262456006
MATK	0.755278127878	0	0.491148262456006
ASCL2	0.754623506912437	0	0.491148262456006
RBM15	0.75462101731339	1	0.491148262456006
ASCL4	0.754554760311711	0	0.491148262456006
MAPK3	0.754018294249421	0	0.491148262456006
SOCS1	0.753989473368636	1	0.491148262456006
BMPR1A	0.753782240136413	1	0.491148262456006
DOCK1	0.753560828795176	0	0.491148262456006
TGFBR2	0.753538985310821	1	0.491148262456006
RBL1	0.753289103379186	0	0.491148262456006
MTF2	0.753256421001719	0	0.491148262456006
PAX2	0.752826824726825	0	0.491148262456006
NFATC1	0.752767433984302	0	0.491148262456006
STAT1	0.752663662945857	0	0.491148262456006
TXK	0.752393856911765	0	0.491148262456006
RBPJ	0.752266225653978	0	0.491148262456006
EP400	0.751710851978274	0	0.491148262456006
KIF20B	0.751640134189966	0	0.491148262456006
YES1	0.751578654922591	0	0.491148262456006
ERBB3	0.75071248082534	1	0.491148262456006
RARB	0.750689880218841	0	0.491148262456006
BRD7	0.750619298510466	0	0.491148262456006
NR1I3	0.750468283231462	0	0.491148262456006
PAK1	0.750241299458214	0	0.491148262456006
TNK1	0.750148903677853	0	0.491148262456006
MEF2C	0.750032657463228	0	0.491148262456006
MBD3	0.750022226952615	0	0.491148262456006
AHR	0.749823710386331	0	0.491148262456006
DHX36	0.749718951093479	0	0.491148262456006
TRPS1	0.749331043034036	0	0.491148262456006
SETD3	0.749218310515416	0	0.491148262456006
PTEN	0.749142080884154	1	0.491148262456006
RBBP8	0.749092437704108	0	0.491148262456006
BARHL2	0.74906477980011	0	0.491148262456006
RPS6KA3	0.748978945689364	0	0.491148262456006
PBRM1	0.748391498839179	1	0.491148262456006
RET	0.747881210482464	1	0.491148262456006
EYA1	0.747757403909557	0	0.491148262456006
HDAC2	0.747182793545342	0	0.491148262456006
PIK3CB	0.747136435117717	1	0.491148262456006
ZFPM1	0.747073094278232	0	0.491148262456006
EN2	0.747014217244149	0	0.491148262456006
NEUROD6	0.746911071507931	0	0.491148262456006
PLCG1	0.746891575708963	1	0.491148262456006
NR4A3	0.746833247482064	1	0.491148262456006
SIN3A	0.746507337334709	0	0.491148262456006
GATA6	0.746429355193143	0	0.491148262456006
MED14	0.746292065669036	0	0.491148262456006
TP53	0.746060600990255	1	0.491148262456006
PIK3R2	0.745767688661003	0	0.491148262456006
HDAC9	0.745737640039155	0	0.491148262456006
UHRF2	0.745644457868087	0	0.491148262456006
HNF1B	0.745424969371735	0	0.491148262456006
FYN	0.745423475623612	0	0.491148262456006
KAT2B	0.745271802908392	0	0.491148262456006
TAF4	0.745258849994163	0	0.491148262456006
NUMA1	0.745225615609587	1	0.491148262456006
TGFB1I1	0.745148493898471	0	0.491148262456006
BCAR1	0.745063059627689	0	0.491148262456006
TRIM33	0.745041791509521	1	0.491148262456006
NKX2-8	0.744924097691253	0	0.491148262456006
RARG	0.744254623897268	0	0.491148262456006
PIAS3	0.744198955554095	0	0.491148262456006
ERCC6	0.743935343629638	0	0.491148262456006
SALL1	0.743847333088049	0	0.491148262456006
ALX1	0.743792983686289	0	0.491148262456006
BCL6	0.743710199652415	1	0.491148262456006
XRCC5	0.743653564616619	0	0.491148262456006
ATAD2B	0.74358245378079	0	0.491148262456006
MTOR	0.743251840758085	1	0.491148262456006
CNOT3	0.743168613098439	1	0.491148262456006
RELB	0.743158419713979	0	0.491148262456006
CDK7	0.742842056844503	0	0.491148262456006
PAX6	0.742776761856324	0	0.491148262456006
NOTCH1	0.742775825429412	1	0.491148262456006
IDAS	0.74271063629161	0	0.491148262456006
YY1	0.742451857309345	0	0.491148262456006
BRCA1	0.742450650430507	1	0.491148262456006
KMT5A	0.742085191632554	0	0.491148262456006
PLK5	0.741922475353256	0	0.491148262456006
ATF2	0.74183247672291	0	0.491148262456006
ERCC5	0.741766183645521	1	0.491148262456006
TBX19	0.741765860482247	0	0.491148262456006
CRKL	0.741385816203279	0	0.491148262456006
EZH2	0.741330859914214	1	0.491148262456006
CDK13	0.741301196324498	0	0.491148262456006
YAP1	0.741114370879956	0	0.491148262456006
TRIP4	0.740889858727661	0	0.491148262456006
NKX3-1	0.740880808631343	0	0.491148262456006
MALT1	0.740866820342319	1	0.491148262456006
DLX5	0.740583310308085	0	0.491148262456006
PRKAR1A	0.740290992130333	1	0.491148262456006
MSH3	0.740084052008708	0	0.491148262456006
RAD52	0.739936879718577	0	0.491148262456006
PMS2	0.7395067961628	1	0.491148262456006
SP1	0.739462187515125	0	0.491148262456006
MYPOP	0.739453476835371	0	0.491148262456006
ARAF	0.739448131258846	1	0.491148262456006
KLF4	0.739203057853382	1	0.491148262456006
ERCC2	0.7391717391343	1	0.491148262456006
PSME4	0.739054859917555	0	0.491148262456006
HOXA11	0.739026509544737	1	0.491148262456006
AXIN2	0.738996188135293	1	0.491148262456006
FRK	0.738926547687165	0	0.491148262456006
PROP1	0.738639569246341	0	0.491148262456006
JUND	0.7384695013083	0	0.491148262456006
CNOT2	0.73820556940146	0	0.491148262456006
MYBL2	0.738191428525102	0	0.491148262456006
ZNF148	0.738161372475478	0	0.491148262456006
ZNF16	0.738036296970025	0	0.491148262456006
SOCS3	0.737867659366051	0	0.491148262456006
ETV1	0.737764091289912	1	0.491148262456006
FNIP2	0.736848667177244	0	0.491148262456006
FGF9	0.736821467021827	0	0.491148262456006
UBR5	0.736810416521521	1	0.491148262456006
HES5	0.736766319128483	0	0.491148262456006
RBBP5	0.736457347908812	0	0.491148262456006
APOBEC3B	0.736270372211724	1	0.491148262456006
CBFA2T3	0.736200659085074	1	0.491148262456006
ZMYND11	0.735934008924959	0	0.491148262456006
PURB	0.735894112202534	0	0.491148262456006
STAG2	0.735841847416625	1	0.491148262456006
GLI1	0.735660334674281	1	0.491148262456006
EPHA2	0.735398669022197	0	0.491148262456006
NKX3-2	0.734832356869339	0	0.491148262456006
INSR	0.734517283573043	0	0.491148262456006
ING4	0.734070228188954	0	0.491148262456006
MAPK14	0.733787415550418	0	0.491148262456006
ESX1	0.733330393629316	0	0.491148262456006
IRF2	0.733118258710952	0	0.491148262456006
SOX6	0.733079264773342	0	0.491148262456006
CRTC1	0.733035614628886	1	0.491148262456006
PPARG	0.732943512387081	1	0.491148262456006
KHDRBS1	0.732927426532321	0	0.491148262456006
HDAC7	0.732840950217936	0	0.491148262456006
PRDM1	0.732791892420492	1	0.491148262456006
EBF4	0.732533696511793	0	0.491148262456006
ANP32B	0.732295938576746	0	0.491148262456006
CHD6	0.731044529844297	0	0.491148262456006
MST1R	0.730844879018123	0	0.491148262456006
KAT5	0.730791138035087	0	0.491148262456006
SRSF5	0.730680126821556	0	0.491148262456006
KMT2A	0.730642338053307	1	0.491148262456006
KDM5B	0.73057114009113	0	0.491148262456006
CBLL1	0.730453430384997	0	0.491148262456006
RYBP	0.730093687808989	0	0.491148262456006
MECOM	0.729939753316993	1	0.491148262456006
CHAF1A	0.729558148423306	0	0.491148262456006
SYK	0.729081899005446	1	0.491148262456006
SKIL	0.728947971442822	0	0.491148262456006
ACVR1	0.728890869053894	1	0.491148262456006
KDM2B	0.728858919869997	0	0.491148262456006
CDK9	0.728362781740458	0	0.491148262456006
IL2RB	0.728306780442424	0	0.491148262456006
MEIS3	0.727905339170679	0	0.491148262456006
PAX8	0.727537038190389	1	0.491148262456006
MNAT1	0.727407458076434	0	0.491148262456006
TSC1	0.727325973812846	1	0.491148262456006
HDAC1	0.727168144237525	0	0.491148262456006
FADD	0.727032851942589	0	0.491148262456006
CBLB	0.726754336505822	1	0.491148262456006
GRHL2	0.726524843403535	0	0.491148262456006
RTF1	0.726174182117092	0	0.491148262456006
VAV3	0.726099116637127	0	0.491148262456006
FOXO6	0.726038685483698	0	0.491148262456006
PAX3	0.725955058339825	1	0.491148262456006
NOTCH2	0.725845692412494	1	0.491148262456006
POU4F1	0.725705750773978	0	0.491148262456006
SMARCD1	0.725108108735054	1	0.491148262456006
RSF1	0.724952094897295	0	0.491148262456006
HDAC3	0.724728919324687	0	0.491148262456006
STAP2	0.723946273578867	0	0.491148262456006
ADNP	0.723775136746466	0	0.491148262456006
IL7	0.723681769897044	0	0.491148262456006
SP7	0.723652542986422	0	0.491148262456006
IKBKB	0.723615969377554	1	0.491148262456006
CTCF	0.72356584122663	1	0.491148262456006
FOXP1	0.723516607238795	1	0.491148262456006
KIAA0430	0.723447358767235	0	0.491148262456006
CARM1	0.723265105378799	0	0.491148262456006
SOX4	0.723256689663204	0	0.491148262456006
MAP4K1	0.722882303540962	0	0.491148262456006
STK4	0.722772055081571	0	0.491148262456006
TFE3	0.722725296762761	1	0.491148262456006
GABPA	0.722670949409547	0	0.491148262456006
ID2	0.722211197248833	0	0.491148262456006
NR0B1	0.722052621635681	0	0.491148262456006
THRA	0.721933853475336	0	0.491148262456006
POU5F1	0.721856408790293	1	0.491148262456006
CDC73	0.721746254100817	1	0.491148262456006
CIITA	0.721545172120703	1	0.491148262456006
TP53BP1	0.721324180235057	0	0.491148262456006
ZNF274	0.720872644596733	0	0.491148262456006
MTF1	0.720500005929501	0	0.491148262456006
DUX4	0.720437100163951	0	0.491148262456006
NAP1L2	0.720225825419564	0	0.491148262456006
CDK1	0.719869856728427	0	0.491148262456006
NFIB	0.719610581205826	1	0.491148262456006
FANCD2	0.719598617073659	1	0.491148262456006
ZMYM2	0.719410521386902	1	0.491148262456006
LIMD1	0.719257057847902	0	0.491148262456006
HOXD11	0.719252470102384	1	0.491148262456006
TRA2B	0.719193957477272	0	0.491148262456006
SIRT1	0.719151855995117	0	0.491148262456006
TDG	0.718970444671132	0	0.491148262456006
XRCC2	0.71895365290439	0	0.491148262456006
NFKB1	0.718895281755414	0	0.491148262456006
PLAGL1	0.718856435089606	0	0.491148262456006
DACT1	0.718719107947235	0	0.491148262456006
VPRBP	0.718467313845401	0	0.491148262456006
ACVR1B	0.71832170673767	0	0.491148262456006
FNIP1	0.718171134294385	0	0.491148262456006
SRY	0.718126975002594	0	0.491148262456006
HSF1	0.718105006304928	0	0.491148262456006
SOS2	0.717951061299787	0	0.491148262456006
NPM2	0.717253419863202	0	0.491148262456006
SP2	0.717239522489516	0	0.491148262456006
GNA13	0.717108442891589	0	0.491148262456006
FOXC1	0.716870368156679	0	0.491148262456006
HIRA	0.716597206084103	0	0.491148262456006
CDK11B	0.716358618296336	0	0.491148262456006
OVOL1	0.7161396779423	0	0.491148262456006
ACTL6A	0.716049382368784	0	0.491148262456006
TFAP4	0.715682412536584	0	0.491148262456006
HOXA7	0.715576630681193	0	0.491148262456006
HOXD13	0.71551318799313	1	0.491148262456006
IL7R	0.715459367361796	1	0.491148262456006
THRB	0.715453149178983	0	0.491148262456006
PREX1	0.71540852398665	0	0.491148262456006
CBFB	0.715201254912591	1	0.491148262456006
MAML1	0.715179955762408	0	0.491148262456006
FZR1	0.715166542289681	0	0.491148262456006
PRKCQ	0.715082974675854	0	0.491148262456006
TGFBR1	0.715038189405282	0	0.491148262456006
TWSG1	0.71498227447167	0	0.491148262456006
KDR	0.714959494889754	1	0.491148262456006
GATA4	0.714764683899172	0	0.491148262456006
ETS2	0.714740535088732	0	0.491148262456006
CHD2	0.71448504153526	1	0.491148262456006
PDPK1	0.714269105632535	0	0.491148262456006
MAP3K1	0.714255666748264	1	0.491148262456006
FRS3	0.713890806876061	0	0.491148262456006
FAM58BP	0.7138899562981	0	0.491148262456006
CHD1	0.713776150689432	0	0.491148262456006
PAK4	0.713767526337712	0	0.491148262456006
MLLT1	0.713590618266511	1	0.491148262456006
LDB1	0.713552461634801	0	0.491148262456006
SOX11	0.713534493064176	0	0.491148262456006
MUC1	0.713324303868907	1	0.491148262456006
SASH3	0.713234634268698	0	0.491148262456006
VDR	0.713187677358852	0	0.491148262456006
HNRNPC	0.713128131314031	0	0.491148262456006
FGFR3	0.712944427063772	1	0.491148262456006
NFE2L2	0.712870146751661	1	0.491148262456006
ARID1B	0.712614872729971	1	0.491148262456006
PTPRJ	0.712471384154752	0	0.491148262456006
IKZF3	0.712405975222969	0	0.491148262456006
CCNT2	0.712292777126529	0	0.491148262456006
WWTR1	0.71227326622507	1	0.491148262456006
ZNF85	0.712240249749853	0	0.491148262456006
