GeneSym	uniConSig	Target.List	opt.cut
IL9	0.755365751714035	0	0.210439059187102
CCL16	0.753939207383705	0	0.210439059187102
CCR7	0.753755718499155	0	0.210439059187102
CCL18	0.752594580072413	1	0.210439059187102
CCL23	0.752550835797913	1	0.210439059187102
IL18R1	0.750669424733068	0	0.210439059187102
CD8B	0.747090171721669	0	0.210439059187102
CCL19	0.746848635450154	1	0.210439059187102
CCL15	0.745814961864255	0	0.210439059187102
IL26	0.745306588005684	0	0.210439059187102
BTN3A1	0.741949771468179	0	0.210439059187102
BTLA	0.741884614141899	0	0.210439059187102
DEFB103B	0.7415517535295	0	0.210439059187102
CCL8	0.741208747572702	0	0.210439059187102
LILRB5	0.738870663163321	0	0.210439059187102
DEFB134	0.738601808438157	0	0.210439059187102
IL2RA	0.738246593336636	1	0.210439059187102
CCL14	0.737005162425502	0	0.210439059187102
IL21R	0.736846915726625	0	0.210439059187102
DEFB128	0.736844538126034	0	0.210439059187102
DEFB132	0.736844538126034	0	0.210439059187102
CD8A	0.735638064787257	0	0.210439059187102
DEFB105A	0.735508444515433	0	0.210439059187102
DEFB106A	0.735508444515433	0	0.210439059187102
DEFB123	0.735508444515433	0	0.210439059187102
DEFB104B	0.735508444515433	0	0.210439059187102
DEFB106B	0.735508444515433	0	0.210439059187102
DEFB105B	0.735508444515433	0	0.210439059187102
CCR10	0.734242076753774	0	0.210439059187102
TREM1	0.733037408003092	1	0.210439059187102
CCR3	0.73279106399315	0	0.210439059187102
NLRP10	0.732546958788923	0	0.210439059187102
TRAT1	0.731651979553882	1	0.210439059187102
FCER1G	0.731647104680495	0	0.210439059187102
IFNA2	0.730848744928263	0	0.210439059187102
IL7	0.730230613665218	1	0.210439059187102
IL2	0.728447866014743	1	0.210439059187102
SIRPG	0.72719124221989	1	0.210439059187102
CCL26	0.727028828366279	1	0.210439059187102
CXCR5	0.726663599190958	0	0.210439059187102
CCL28	0.725585627518005	0	0.210439059187102
DEFB103A	0.722742141352235	1	0.210439059187102
ZAP70	0.722424043459526	1	0.210439059187102
LILRA6	0.719322418797512	0	0.210439059187102
LILRB3	0.716981204673641	0	0.210439059187102
CXCL9	0.715263128724336	0	0.210439059187102
CCL24	0.714747770706122	1	0.210439059187102
IFNB1	0.712022660943161	0	0.210439059187102
TNFRSF4	0.711716684561864	1	0.210439059187102
IL15	0.710097651580828	1	0.210439059187102
TRGC2	0.709521658347871	0	0.210439059187102
CXCR3	0.707636329640651	0	0.210439059187102
CLEC4A	0.707373842835215	0	0.210439059187102
CX3CR1	0.706723377115963	0	0.210439059187102
DEFB119	0.706583016468019	0	0.210439059187102
DEFB124	0.706583016468019	0	0.210439059187102
IFNW1	0.705894956436282	0	0.210439059187102
DEFB126	0.70582253837206	0	0.210439059187102
DEFB129	0.705602935013515	0	0.210439059187102
C5AR1	0.705493501758335	1	0.210439059187102
IL19	0.70339189271644	0	0.210439059187102
FLT3LG	0.703371766538311	0	0.210439059187102
NCR3	0.702830741468223	0	0.210439059187102
DEFB110	0.702562257599617	0	0.210439059187102
CXCL13	0.702480769724069	1	0.210439059187102
DEFB108B	0.70180552697664	0	0.210439059187102
DEFB115	0.70180552697664	0	0.210439059187102
DEFB125	0.701647028592285	0	0.210439059187102
IL20	0.701477187948011	0	0.210439059187102
CARD11	0.700894879411735	0	0.210439059187102
DEFB116	0.700889493875709	0	0.210439059187102
CXCR6	0.698305140784454	0	0.210439059187102
IL5	0.698076857187314	0	0.210439059187102
KAAG1	0.697376662667633	0	0.210439059187102
IL10	0.696571046124943	1	0.210439059187102
PF4	0.696486734620737	1	0.210439059187102
PTPRC	0.695671875305709	1	0.210439059187102
IFNE	0.695542251122862	0	0.210439059187102
TNFRSF18	0.695118767646299	0	0.210439059187102
IFNA16	0.694258653148577	0	0.210439059187102
FFAR2	0.691636307975811	0	0.210439059187102
IFNA1	0.691428225965156	0	0.210439059187102
NCKAP1L	0.690953534086002	0	0.210439059187102
CCL11	0.690895961505752	0	0.210439059187102
CCL3	0.690697739972832	0	0.210439059187102
IFNA13	0.690505807881521	0	0.210439059187102
TRDC	0.690094920260485	0	0.210439059187102
IGHV1OR21-1	0.690094920260485	0	0.210439059187102
CCL27	0.6900792274989	1	0.210439059187102
MS4A2	0.689285201291851	1	0.210439059187102
CD40	0.687869755700232	0	0.210439059187102
SH2D6	0.685865244294885	0	0.210439059187102
IFNA10	0.685233185886567	0	0.210439059187102
TNFRSF6B	0.684163488434161	0	0.210439059187102
ITK	0.683907411271937	0	0.210439059187102
CD244	0.68291681975267	0	0.210439059187102
C20orf123	0.682823447681854	0	0.210439059187102
CD180	0.682366249134938	0	0.210439059187102
LTA	0.680599108420682	0	0.210439059187102
TBX21	0.679189116681739	0	0.210439059187102
IFNA7	0.678158840304113	0	0.210439059187102
IL20RB	0.677085495558933	0	0.210439059187102
CD247	0.676999705582718	0	0.210439059187102
SH2D1B	0.676745358429795	0	0.210439059187102
CD226	0.676393683718045	0	0.210439059187102
DEFB135	0.675154373911036	0	0.210439059187102
IGHD	0.674015037269889	0	0.210439059187102
CCL22	0.673542541889236	1	0.210439059187102
TNFRSF11A	0.673133118862103	0	0.210439059187102
IL17F	0.672723566351964	0	0.210439059187102
IGHV4OR15-8	0.672018588275455	0	0.210439059187102
LCP2	0.671834673778074	1	0.210439059187102
IL13	0.671118006025764	0	0.210439059187102
TLR7	0.669288032279953	1	0.210439059187102
PYDC1	0.668860658738525	1	0.210439059187102
TNFAIP8L2	0.668452219610335	0	0.210439059187102
KLRD1	0.667019066875244	0	0.210439059187102
LIME1	0.665316237985473	0	0.210439059187102
TRGV3	0.662597323441188	0	0.210439059187102
CLCF1	0.662312019144692	0	0.210439059187102
TSPAN32	0.661728055369832	0	0.210439059187102
SLA2	0.661280434235484	1	0.210439059187102
CCL5	0.66048183967708	1	0.210439059187102
IGHE	0.657295971982154	0	0.210439059187102
IFNA17	0.657061434743221	0	0.210439059187102
CD5	0.655424928171329	0	0.210439059187102
FCGR2C	0.655151365152951	0	0.210439059187102
IFNA5	0.654912410383093	0	0.210439059187102
TRBC1	0.653962048414901	0	0.210439059187102
IL18	0.6534821822209	1	0.210439059187102
IFNG	0.652790013024769	0	0.210439059187102
FPR1	0.652624280620685	0	0.210439059187102
GPR65	0.652046062355018	1	0.210439059187102
IRG1	0.651737721181583	0	0.210439059187102
LY96	0.651077127596495	0	0.210439059187102
LAX1	0.651038349907594	1	0.210439059187102
XCR1	0.651014176158909	0	0.210439059187102
IFNA6	0.650417114566712	0	0.210439059187102
CD84	0.650088541330464	0	0.210439059187102
CD300LB	0.647748248418954	0	0.210439059187102
KIR2DL3	0.647177939432416	1	0.210439059187102
CD1D	0.647093077037202	1	0.210439059187102
CD74	0.646306571839895	1	0.210439059187102
IFNA14	0.64588997776712	0	0.210439059187102
KIR2DS1	0.645589425200426	0	0.210439059187102
LAT	0.644733118981681	1	0.210439059187102
TYROBP	0.644254891171909	0	0.210439059187102
IFNA8	0.643274074085638	0	0.210439059187102
TLR8	0.643035405684626	1	0.210439059187102
IL6R	0.642795621836877	1	0.210439059187102
TNFSF14	0.640958087179757	0	0.210439059187102
PGLYRP3	0.639978154067787	0	0.210439059187102
ADAM8	0.639738249998677	0	0.210439059187102
KIR2DS5	0.638968881747632	0	0.210439059187102
BPI	0.638910744531909	0	0.210439059187102
HLA-DMB	0.637787517449974	0	0.210439059187102
FCGR3A	0.637218152424427	1	0.210439059187102
FCER1A	0.637118156026283	0	0.210439059187102
TREM2	0.635905664846893	1	0.210439059187102
CD19	0.634923891623348	0	0.210439059187102
IFNA4	0.634330108716732	0	0.210439059187102
DEFA4	0.633825943496634	0	0.210439059187102
KIR2DL1	0.633604159996381	1	0.210439059187102
IGSF6	0.632490356278259	1	0.210439059187102
CX3CL1	0.632385886543815	1	0.210439059187102
FYB	0.631927815121611	0	0.210439059187102
CCL7	0.631661888847311	0	0.210439059187102
TREML1	0.631643005342374	0	0.210439059187102
PGLYRP2	0.631477903453079	0	0.210439059187102
HLA-DOB	0.630008880037194	0	0.210439059187102
CD27	0.629331588706265	0	0.210439059187102
FCGR1B	0.629113273665549	0	0.210439059187102
IL12RB2	0.627962120380948	0	0.210439059187102
NCR2	0.625915008217333	0	0.210439059187102
CD4	0.625717126145907	1	0.210439059187102
IGLC6	0.624961832468744	0	0.210439059187102
IL3	0.624406456591506	0	0.210439059187102
MALT1	0.623829105212559	1	0.210439059187102
IL22RA2	0.623031150865355	0	0.210439059187102
BANK1	0.622593506434245	0	0.210439059187102
GPR77	0.622511158963608	0	0.210439059187102
CXCL11	0.620639045247225	0	0.210439059187102
CXCR2	0.620523391338917	1	0.210439059187102
FUT7	0.619563846252848	0	0.210439059187102
CCL20	0.61888724652879	1	0.210439059187102
LBP	0.618013530918979	0	0.210439059187102
CD160	0.617821521214575	0	0.210439059187102
IL22	0.61701166186218	0	0.210439059187102
THPO	0.615950409591883	0	0.210439059187102
CCL21	0.613730773893636	1	0.210439059187102
AIM2	0.613063007649278	1	0.210439059187102
IL7R	0.612679437739714	1	0.210439059187102
IFNA21	0.612584520880374	0	0.210439059187102
VSTM1	0.612466444565813	0	0.210439059187102
CXCR1	0.611991244736302	0	0.210439059187102
IGLC3	0.610518988294829	0	0.210439059187102
LAIR1	0.609786177340496	0	0.210439059187102
IL4R	0.609707943910182	1	0.210439059187102
HLA-DOA	0.608868342680439	0	0.210439059187102
BPIFB3	0.607801380945188	0	0.210439059187102
CSF1R	0.606868850698929	0	0.210439059187102
TIGIT	0.606343931302484	0	0.210439059187102
HLA-DQA2	0.606228489271797	0	0.210439059187102
SFTPD	0.606132914870198	1	0.210439059187102
FPR3	0.60602057413655	0	0.210439059187102
TLR6	0.605629511221655	0	0.210439059187102
PGLYRP1	0.605389618669904	0	0.210439059187102
GPR97	0.605210736770466	0	0.210439059187102
RLTPR	0.605178996263458	0	0.210439059187102
GAPT	0.605022926562893	0	0.210439059187102
SEMA4A	0.604049292444932	0	0.210439059187102
CCBP2	0.603671464006569	0	0.210439059187102
SIRPB1	0.603417024705465	0	0.210439059187102
CD300A	0.602998397811827	0	0.210439059187102
SLC11A1	0.602661320495841	0	0.210439059187102
IL2RB	0.602611727437668	0	0.210439059187102
LILRB4	0.601961324077907	0	0.210439059187102
IGLC2	0.601953451289654	0	0.210439059187102
IGLC7	0.601911379035849	0	0.210439059187102
ZNF683	0.600404189898423	0	0.210439059187102
HAVCR2	0.599588331848708	0	0.210439059187102
PPBPL1	0.599325345906181	0	0.210439059187102
IL5RA	0.598713035383035	0	0.210439059187102
CLEC7A	0.596414444445864	1	0.210439059187102
IL31RA	0.595886672524915	1	0.210439059187102
IGHV3-23	0.595530940838181	0	0.210439059187102
MS4A1	0.594981067826607	1	0.210439059187102
IL33	0.594806781165252	0	0.210439059187102
SEMA4D	0.593803181896293	1	0.210439059187102
IL10RA	0.593734514531132	0	0.210439059187102
DEFB109P1	0.593531645477917	0	0.210439059187102
CD300C	0.592935000211749	0	0.210439059187102
NCR1	0.591587732366215	1	0.210439059187102
CLEC2A	0.590986671752702	0	0.210439059187102
GPR68	0.59047163680971	0	0.210439059187102
SIGLEC15	0.589977521847674	0	0.210439059187102
CD7	0.589333356462443	1	0.210439059187102
KLRF2	0.589170865270412	0	0.210439059187102
ITGAL	0.589033817428652	0	0.210439059187102
TLR10	0.588407891582538	0	0.210439059187102
DEFB107A	0.588167061403177	0	0.210439059187102
DEFB113	0.588167061403177	0	0.210439059187102
SLC46A2	0.588027976825936	0	0.210439059187102
IL18RAP	0.587628203313009	0	0.210439059187102
TLR4	0.586362145810614	1	0.210439059187102
HLA-DQB2	0.58612949427473	0	0.210439059187102
CD5L	0.584594841915593	0	0.210439059187102
IGHG4	0.584517503665405	0	0.210439059187102
LILRA1	0.584400395005366	0	0.210439059187102
AIF1	0.584222070542235	0	0.210439059187102
FFAR3	0.584201143275649	0	0.210439059187102
CXCL5	0.584130630460001	0	0.210439059187102
CCDC88B	0.583280322763644	0	0.210439059187102
TNFSF13	0.582846113145958	1	0.210439059187102
DEFB118	0.581655664236625	1	0.210439059187102
LTB	0.581619108493869	0	0.210439059187102
IFNAR1	0.580840392907747	0	0.210439059187102
CCR5	0.580721284330958	1	0.210439059187102
CSF3R	0.580061435253548	0	0.210439059187102
IRF8	0.579450062780264	1	0.210439059187102
REG3G	0.577527637621994	0	0.210439059187102
CNR2	0.577226398546682	1	0.210439059187102
FCN1	0.577027909224857	1	0.210439059187102
CR2	0.576722588451379	0	0.210439059187102
C1QC	0.575759317375799	0	0.210439059187102
CD300LD	0.575395640703551	0	0.210439059187102
NLRC3	0.574034390926906	1	0.210439059187102
FCGR1A	0.574030949947803	1	0.210439059187102
RASAL3	0.573835930577179	0	0.210439059187102
HLA-DRB4	0.572668159759679	0	0.210439059187102
FGR	0.572480186705512	0	0.210439059187102
IL6	0.571752151540497	1	0.210439059187102
DEFB104A	0.570996109752038	0	0.210439059187102
CD38	0.570909058698238	0	0.210439059187102
KIR3DS1	0.570676704942695	0	0.210439059187102
CD300E	0.569926393319401	0	0.210439059187102
INPP5D	0.569846263946911	0	0.210439059187102
TLR1	0.569472052088551	0	0.210439059187102
ITGB2	0.567844925218429	1	0.210439059187102
C5	0.567838303701741	0	0.210439059187102
KIAA0748	0.567784511271108	0	0.210439059187102
IRF4	0.567770191275138	0	0.210439059187102
LAT2	0.567748911671164	1	0.210439059187102
CD48	0.567442054067666	0	0.210439059187102
FOXP3	0.567143737112402	1	0.210439059187102
HLA-DRB5	0.566890616209399	0	0.210439059187102
HLA-G	0.565359420711919	0	0.210439059187102
IGLL1	0.564503101593021	0	0.210439059187102
PPBP	0.56437906730625	0	0.210439059187102
KIR3DL1	0.563866279051052	0	0.210439059187102
SH2D1A	0.563362330529216	0	0.210439059187102
RIPK2	0.563176934197907	0	0.210439059187102
RAET1L	0.562416026018466	0	0.210439059187102
HCLS1	0.562185598563891	1	0.210439059187102
IL36RN	0.562141151473284	0	0.210439059187102
HLA-DRB3	0.560841230397104	1	0.210439059187102
SIGLEC9	0.560673126522781	0	0.210439059187102
LILRA3	0.560505902508179	0	0.210439059187102
IGHG3	0.56031216664333	0	0.210439059187102
IL1RL1	0.560253057381755	0	0.210439059187102
IGKV3-20	0.559755026814088	0	0.210439059187102
BLNK	0.559565512230165	1	0.210439059187102
CFHR5	0.559435731622585	0	0.210439059187102
IGLC1	0.559100666333242	0	0.210439059187102
DOCK2	0.55905884393311	1	0.210439059187102
CYSLTR2	0.558231346529781	0	0.210439059187102
NLRP6	0.558195711617923	0	0.210439059187102
SEMA7A	0.557461049740836	1	0.210439059187102
CD72	0.55736899501104	0	0.210439059187102
LILRA4	0.556808855525209	0	0.210439059187102
PIK3R6	0.556802581636863	0	0.210439059187102
TIRAP	0.555736901015749	0	0.210439059187102
CXCL10	0.555609711527756	0	0.210439059187102
AZU1	0.55543558981977	1	0.210439059187102
KIR2DL4	0.554578289044297	0	0.210439059187102
TM7SF4	0.554394731110711	0	0.210439059187102
SYK	0.554277893492558	1	0.210439059187102
DEFB4A	0.554102407857161	1	0.210439059187102
DEFB130	0.553780200448977	0	0.210439059187102
DEFB136	0.55377957468161	0	0.210439059187102
IGKV4-1	0.553624317050972	0	0.210439059187102
TNFSF15	0.553519471901184	0	0.210439059187102
MBL2	0.55317487071646	1	0.210439059187102
CEACAM8	0.55264672095711	1	0.210439059187102
IGLV7-43	0.552508553407932	0	0.210439059187102
IGKV3D-20	0.552508553407932	0	0.210439059187102
IGHV2-70	0.552508553407932	0	0.210439059187102
CMTM1	0.552351111986826	0	0.210439059187102
ZP4	0.552295161906392	0	0.210439059187102
TLR5	0.552161261195659	0	0.210439059187102
IGKV1D-33	0.552039187698821	0	0.210439059187102
IGKV3D-11	0.552039187698821	0	0.210439059187102
ELANE	0.551787143198527	0	0.210439059187102
TLR3	0.551720252222706	0	0.210439059187102
NLRP3	0.551191187669914	0	0.210439059187102
IL2RG	0.550993713091796	1	0.210439059187102
NLRP2P	0.550490582104182	0	0.210439059187102
CD101	0.550258551038321	0	0.210439059187102
PSMB10	0.550110407625024	1	0.210439059187102
DEFB114	0.55008433042041	0	0.210439059187102
DEFB107B	0.550063165247268	0	0.210439059187102
IL17C	0.549715157860185	0	0.210439059187102
SAA1	0.549022890226681	1	0.210439059187102
CAMP	0.548822943519004	0	0.210439059187102
TNFSF11	0.54802311364668	0	0.210439059187102
ITGAD	0.547064507492077	0	0.210439059187102
CSF3	0.54700376091289	0	0.210439059187102
MILR1	0.546506990841872	0	0.210439059187102
MARCO	0.544789253315911	0	0.210439059187102
RSAD2	0.543054305833628	1	0.210439059187102
GSDMD	0.54267859150775	0	0.210439059187102
PTPN6	0.542166111779717	0	0.210439059187102
CR1	0.542113336081955	0	0.210439059187102
C10orf54	0.541366641489365	0	0.210439059187102
IGLL5	0.540859955953516	0	0.210439059187102
LOC440786	0.540311242567615	0	0.210439059187102
CMTM7	0.540212547016076	0	0.210439059187102
LILRA2	0.539292985679821	0	0.210439059187102
FADD	0.53800014821666	0	0.210439059187102
TLR2	0.537882634240688	0	0.210439059187102
TNFRSF14	0.537805752273389	1	0.210439059187102
CXCL6	0.537436587608734	0	0.210439059187102
GPR55	0.537218982517398	0	0.210439059187102
CD79A	0.536736067565695	1	0.210439059187102
BATF	0.536009939988244	0	0.210439059187102
CXCL3	0.53580500308684	0	0.210439059187102
NFKBID	0.535794574499754	0	0.210439059187102
CLEC9A	0.535579549696248	0	0.210439059187102
CALCA	0.535273363097576	1	0.210439059187102
HLA-DRB1	0.534740893479173	0	0.210439059187102
RNASE10	0.532707693068382	0	0.210439059187102
OSCAR	0.532533733795636	0	0.210439059187102
SOCS5	0.531920431507769	1	0.210439059187102
CD274	0.531342251109365	1	0.210439059187102
RAG1	0.531299643162312	1	0.210439059187102
PYCARD	0.530598654869973	0	0.210439059187102
MADCAM1	0.530053625422731	1	0.210439059187102
C8A	0.529875286729556	0	0.210439059187102
IL37	0.529726743143168	0	0.210439059187102
EMR2	0.529689132185727	0	0.210439059187102
KIR2DS4	0.52956751701531	0	0.210439059187102
IL17REL	0.52837940526509	0	0.210439059187102
PGLYRP4	0.527878854044323	0	0.210439059187102
HLA-DPB1	0.527574684555046	0	0.210439059187102
RPS19	0.52677420072696	1	0.210439059187102
LGALS9	0.526333186637612	0	0.210439059187102
PRKCQ	0.526200412315439	0	0.210439059187102
IL18BP	0.525998542722568	1	0.210439059187102
PLA2G2D	0.525310150539358	0	0.210439059187102
VAV1	0.524753047473188	0	0.210439059187102
HLA-E	0.524595341122361	0	0.210439059187102
IGKV1-5	0.524036408356901	0	0.210439059187102
RELT	0.523993880265104	0	0.210439059187102
PIK3CD	0.523554255131438	0	0.210439059187102
SPON2	0.523118775731464	0	0.210439059187102
FCGR2B	0.520932116384054	1	0.210439059187102
ITGAX	0.520792965788081	0	0.210439059187102
CD33	0.520147263831173	0	0.210439059187102
TUSC5	0.520045893562973	0	0.210439059187102
TMEM233	0.520045893562973	0	0.210439059187102
NOD2	0.519985893952159	0	0.210439059187102
SELL	0.519950633714631	0	0.210439059187102
DEFA1B	0.519572854789996	0	0.210439059187102
CCRL1	0.519252339586066	0	0.210439059187102
PAG1	0.518845398496729	0	0.210439059187102
IDO1	0.518513932421575	0	0.210439059187102
C8B	0.518248492137533	0	0.210439059187102
CSF2	0.517231995573912	0	0.210439059187102
HCST	0.516969044334411	0	0.210439059187102
GPR15	0.515809080309893	0	0.210439059187102
RASGRP1	0.515754495610248	0	0.210439059187102
GPR174	0.514988619811129	0	0.210439059187102
GPR75	0.514703756091956	0	0.210439059187102
MNDA	0.514539181076808	0	0.210439059187102
BCL10	0.514349671108477	1	0.210439059187102
STAP1	0.513524746864561	0	0.210439059187102
FCER2	0.512809678747951	0	0.210439059187102
MB21D1	0.512522636627642	0	0.210439059187102
GBP6	0.512409117428473	0	0.210439059187102
VAV3	0.511967234957813	0	0.210439059187102
PKHD1L1	0.511402719440347	0	0.210439059187102
ITPKB	0.511396854526523	0	0.210439059187102
IL1A	0.511367248647182	0	0.210439059187102
PTGER4	0.511295336119728	1	0.210439059187102
HLA-DQB1	0.510485196149315	0	0.210439059187102
CD58	0.509890069574526	0	0.210439059187102
GFRA4	0.509578936727547	0	0.210439059187102
C9	0.509274883920401	0	0.210439059187102
AGER	0.509118155382079	0	0.210439059187102
IFNAR2	0.508951062920354	0	0.210439059187102
IRAK4	0.508879919961681	0	0.210439059187102
GBP5	0.508731684902351	0	0.210439059187102
EPX	0.508634543651393	0	0.210439059187102
C1orf150	0.508152802792977	0	0.210439059187102
EPO	0.507519821930632	0	0.210439059187102
TICAM1	0.507016156962844	0	0.210439059187102
CSF1	0.506397098700636	1	0.210439059187102
CCL4L1	0.506354010756027	0	0.210439059187102
DPP4	0.504835516029268	1	0.210439059187102
NCF4	0.50477231128892	1	0.210439059187102
IL1B	0.504671199332529	0	0.210439059187102
IL36G	0.504451013092038	0	0.210439059187102
GKN3P	0.504324939207611	0	0.210439059187102
TUSC2	0.50367382421141	0	0.210439059187102
INHA	0.503661083952924	1	0.210439059187102
FAM105B	0.503593349168423	0	0.210439059187102
EFCAB4B	0.503547976946659	0	0.210439059187102
CD1C	0.503224464518946	0	0.210439059187102
F2RL1	0.50221698091118	0	0.210439059187102
C19orf29	0.502191622162335	0	0.210439059187102
JAK3	0.501807047711459	0	0.210439059187102
ELMOD2	0.500658477096903	0	0.210439059187102
IL36A	0.499980713852472	0	0.210439059187102
PTAFR	0.49957660056773	1	0.210439059187102
FCAR	0.4992369499569	1	0.210439059187102
CD209	0.498691449724623	0	0.210439059187102
C2	0.498562259042495	1	0.210439059187102
SELP	0.498285933864684	0	0.210439059187102
CXCL16	0.498279450339449	0	0.210439059187102
FCRLB	0.498248004999701	0	0.210439059187102
CTF1	0.498171748639246	0	0.210439059187102
TXK	0.49769270700508	0	0.210439059187102
CSF2RA	0.497618857877403	0	0.210439059187102
STAB1	0.497609848743341	0	0.210439059187102
KIAA0922	0.496562929638145	0	0.210439059187102
CST9	0.496506700660615	0	0.210439059187102
C1orf190	0.49630560362148	0	0.210439059187102
GPR171	0.496124861026569	0	0.210439059187102
CD46	0.49539581508691	0	0.210439059187102
UNC13D	0.494973022821266	0	0.210439059187102
TREML2	0.494735597753427	0	0.210439059187102
LST1	0.494189833941275	1	0.210439059187102
PLCG2	0.494117907147701	0	0.210439059187102
TICAM2	0.494102824063259	0	0.210439059187102
GCET2	0.493418929356056	0	0.210439059187102
DEFA3	0.493284695338565	0	0.210439059187102
FCGR3B	0.493131057091285	1	0.210439059187102
CD14	0.491844865380565	0	0.210439059187102
BST2	0.491730741508245	1	0.210439059187102
STAT5B	0.491346378129685	0	0.210439059187102
IRAK3	0.491235006523587	0	0.210439059187102
TNFRSF13B	0.491205041389056	0	0.210439059187102
P2RY10	0.491186436837376	0	0.210439059187102
TNFSF8	0.490955017440735	0	0.210439059187102
CCL2	0.490893700271386	1	0.210439059187102
TNFSF12	0.490410743378002	0	0.210439059187102
WAS	0.490222818381833	1	0.210439059187102
ZNF580	0.489656119646546	0	0.210439059187102
PIK3AP1	0.489466409597208	0	0.210439059187102
CD200R1	0.489048268027858	0	0.210439059187102
TAC4	0.488956194321528	0	0.210439059187102
GP6	0.488804352774886	0	0.210439059187102
RAET1G	0.488631428291786	0	0.210439059187102
NLRP12	0.48854085982647	0	0.210439059187102
GPR183	0.48818624231566	1	0.210439059187102
PTPN22	0.488169640670861	0	0.210439059187102
