	Compare.List	NES	pValue	qValue
84	REACTOME_G0_AND_EARLY_G1	2.06290056232184	0	0
85	REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	2.05725947243761	0	0
86	PID_RANBP2_PATHWAY	2.05632535583152	0	0
87	BIOCARTA_GLYCOLYSIS_PATHWAY	2.0536656895997	0.002	0.0120349344978166
88	REACTOME_PYRUVATE_METABOLISM	2.05363658948966	0	0
89	BIOCARTA_PTC1_PATHWAY	2.0285640527486	0	0
90	BIOCARTA_G2_PATHWAY	2.02310940312922	0	0
91	PID_E2F_PATHWAY	2.02259976479283	0	0
92	SA_G2_AND_M_PHASES	2.01726083767974	0.001	0.00675490196078431
93	BIOCARTA_SKP2E2F_PATHWAY	2.01672330899176	0.003	0.017225
94	REACTOME_HIV_LIFE_CYCLE	2.00073437260624	0	0
95	KEGG_NUCLEOTIDE_EXCISION_REPAIR	2.00034205849138	0	0
96	KEGG_ONE_CARBON_POOL_BY_FOLATE	1.99814958194784	0	0
97	REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	1.99708800569091	0.004	0.0212
98	BIOCARTA_ATRBRCA_PATHWAY	1.99180506352125	0	0
99	REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	1.98522478064392	0	0
100	REACTOME_GLOBAL_GENOMIC_NER_GG_NER	1.97947246624737	0	0
101	SA_G1_AND_S_PHASES	1.97698780963808	0	0
102	REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	1.97195407690885	0	0
103	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	1.96460399279901	0	0
104	REACTOME_METABOLISM_OF_NUCLEOTIDES	1.96199315965442	0	0
105	KEGG_HOMOLOGOUS_RECOMBINATION	1.95418607409534	0	0
106	REACTOME_CHOLESTEROL_BIOSYNTHESIS	1.95408714146132	0.001	0.00675490196078431
107	REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	1.9510728077987	0	0
108	REACTOME_METABOLISM_OF_POLYAMINES	1.94982961914091	0	0
109	REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	1.94774879977252	0.003	0.017225
110	REACTOME_MITOTIC_G1_G1_S_PHASES	1.94663316349622	0	0
111	KEGG_PYRUVATE_METABOLISM	1.94510081680543	0	0
112	REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	1.94423548724309	0	0
113	REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	1.94394073824547	0.001	0.00675490196078431
114	BIOCARTA_ETC_PATHWAY	1.94354316404204	0.003	0.017225
115	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	1.93908607584798	0	0
116	BIOCARTA_RB_PATHWAY	1.93685876423418	0	0
117	HALLMARK_MITOTIC_SPINDLE	1.93511617992137	0	0
118	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1.92985138752965	0	0
119	KEGG_BASE_EXCISION_REPAIR	1.92916724944583	0	0
120	REACTOME_GLUCOSE_METABOLISM	1.92680071313624	0	0
121	REACTOME_S_PHASE	1.91934229452921	0	0
122	HALLMARK_DNA_REPAIR	1.91800656365232	0	0
123	REACTOME_APOPTOTIC_EXECUTION_PHASE	1.91632414780853	0	0
124	REACTOME_G1_PHASE	1.9106877844023	0	0
125	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	1.90943568476602	0.003	0.017225
126	REACTOME_CHROMOSOME_MAINTENANCE	1.90936710073118	0	0
127	REACTOME_GLUCONEOGENESIS	1.90421370230404	0.001	0.00675490196078431
128	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	1.89570065796016	0	0
129	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1.88844913452204	0	0
130	REACTOME_ERKS_ARE_INACTIVATED	1.88714203537767	0.006	0.0307360594795539
131	REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	1.88237206288552	0.002	0.0120349344978166
132	REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	1.88183225177039	0.006	0.0307360594795539
133	REACTOME_G1_S_TRANSITION	1.88063758601106	0	0
134	PID_TELOMERASE_PATHWAY	1.87693296145936	0	0
135	REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	1.87317370839437	0	0
136	REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	1.87246905721355	0.002	0.0120349344978166
137	BIOCARTA_DNAFRAGMENT_PATHWAY	1.86957067885525	0.007	0.0353333333333333
138	HALLMARK_ADIPOGENESIS	1.86949429978658	0	0
139	REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	1.86351261007793	0	0
140	REACTOME_DNA_REPAIR	1.86256078571062	0	0
141	REACTOME_KINESINS	1.8621293401547	0.002	0.0120349344978166
142	REACTOME_MRNA_SPLICING_MINOR_PATHWAY	1.86092558025493	0	0
143	REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	1.86062091176453	0.002	0.0120349344978166
144	BIOCARTA_G1_PATHWAY	1.8602645398911	0	0
145	REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	1.85790363797132	0.002	0.0120349344978166
146	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	1.85066194659948	0.003	0.017225
147	PID_AURORA_A_PATHWAY	1.84968746102702	0	0
148	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1.84813460118156	0.003	0.017225
149	SA_REG_CASCADE_OF_CYCLIN_EXPR	1.84665306588312	0.002	0.0120349344978166
150	KEGG_PROPANOATE_METABOLISM	1.84609750619039	0	0
151	REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	1.84566825196521	0.003	0.017225
152	PID_DNA_PK_PATHWAY	1.840721245154	0.003	0.017225
153	REACTOME_TRANSCRIPTION	1.83868993879286	0	0
154	BIOCARTA_SET_PATHWAY	1.83772348598853	0.004	0.0212
155	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	1.8357606036505	0.003	0.017225
156	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	1.83047622320068	0	0
157	REACTOME_SULFUR_AMINO_ACID_METABOLISM	1.8263761747663	0.002	0.0120349344978166
158	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	1.81549763823496	0.012	0.05512
159	PID_P53_REGULATION_PATHWAY	1.81433636516886	0	0
160	REACTOME_SMOOTH_MUSCLE_CONTRACTION	1.81277035703095	0.001	0.00675490196078431
161	BIOCARTA_P53_PATHWAY	1.8106149865869	0.004	0.0212
162	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1.80529875427566	0	0
163	BIOCARTA_AKAP95_PATHWAY	1.80462743466236	0.012	0.05512
164	REACTOME_TELOMERE_MAINTENANCE	1.80342820044624	0	0
165	REACTOME_SYNTHESIS_OF_DNA	1.78998122453628	0	0
166	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	1.78941562358443	0.005	0.0261977186311787
167	PID_RB_1PATHWAY	1.78914460851408	0	0
168	HALLMARK_FATTY_ACID_METABOLISM	1.78818847998935	0	0
169	BIOCARTA_TEL_PATHWAY	1.78721149369538	0.005	0.0261977186311787
170	KEGG_PENTOSE_PHOSPHATE_PATHWAY	1.78339305314142	0	0
171	PID_AR_PATHWAY	1.78114865748488	0	0
172	REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	1.78091101871836	0.009	0.043669014084507
173	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	1.77970157425369	0	0
174	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	1.77480538193076	0	0
175	PID_MYC_PATHWAY	1.77055133889128	0.004	0.0212
176	KEGG_PROTEIN_EXPORT	1.77013193422658	0.004	0.0212
177	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	1.76233538861005	0	0
178	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1.75845229432575	0	0
179	KEGG_OXIDATIVE_PHOSPHORYLATION	1.75746104098643	0	0
180	REACTOME_ACTIVATION_OF_GENES_BY_ATF4	1.75539076183718	0.002	0.0120349344978166
181	REACTOME_CELL_CYCLE_CHECKPOINTS	1.7530099548242	0	0
182	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	1.7511179151363	0.007	0.0353333333333333
183	KEGG_PARKINSONS_DISEASE	1.75109635135413	0	0
184	REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	1.75090128973602	0.002	0.0120349344978166
185	KEGG_SELENOAMINO_ACID_METABOLISM	1.74833516471493	0.002	0.0120349344978166
186	REACTOME_BASE_EXCISION_REPAIR	1.74544278156958	0.002	0.0120349344978166
187	REACTOME_DEADENYLATION_OF_MRNA	1.74267552794912	0.004	0.0212
188	REACTOME_NUCLEOTIDE_EXCISION_REPAIR	1.74098078753276	0	0
189	REACTOME_PERK_REGULATED_GENE_EXPRESSION	1.73685475140374	0	0
190	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1.73661162143281	0	0
191	HALLMARK_ANDROGEN_RESPONSE	1.73609480554828	0	0
192	REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	1.73502689856924	0.019	0.0813105590062112
193	REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	1.73498496118659	0.009	0.043669014084507
194	HALLMARK_UV_RESPONSE_UP	1.73478108678269	0	0
195	BIOCARTA_EIF2_PATHWAY	1.72600904379732	0.015	0.066038338658147
196	BIOCARTA_RAB_PATHWAY	1.72599340231735	0.019	0.0813105590062112
197	PID_ERA_GENOMIC_PATHWAY	1.7242676684309	0	0
198	KEGG_PYRIMIDINE_METABOLISM	1.71785685160531	0	0
199	REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	1.71532096860796	0.03	0.120524781341108
200	REACTOME_HIV_INFECTION	1.71399774250996	0	0
201	REACTOME_PURINE_METABOLISM	1.70710224271791	0.002	0.0120349344978166
202	BIOCARTA_MTOR_PATHWAY	1.70653767541581	0.004	0.0212
203	KEGG_NON_HOMOLOGOUS_END_JOINING	1.70556487295455	0.012	0.05512
204	REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	1.70325595737634	0	0
205	BIOCARTA_MTA3_PATHWAY	1.7030840386514	0.004	0.0212
206	PID_SMAD2_3PATHWAY	1.69991802773843	0.015	0.066038338658147
207	REACTOME_PLATELET_SENSITIZATION_BY_LDL	1.69694876237534	0.015	0.066038338658147
208	KEGG_LYSINE_DEGRADATION	1.69253887773058	0.002	0.0120349344978166
209	BIOCARTA_CARM_ER_PATHWAY	1.68138597774833	0.002	0.0120349344978166
210	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	1.67798647820503	0	0
211	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1.67756506272191	0	0
212	REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	1.67547008332677	0	0
213	REACTOME_SIGNALING_BY_HIPPO	1.67396325549231	0.01	0.0478472222222222
214	REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	1.67273463976453	0.008	0.0396546762589928
215	REACTOME_METABOLISM_OF_PORPHYRINS	1.67089949158944	0.019	0.0813105590062112
216	PID_SMAD2_3NUCLEAR_PATHWAY	1.66924186189021	0	0
217	HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.66063777858306	0.001	0.00675490196078431
218	REACTOME_M_G1_TRANSITION	1.65913509391425	0	0
219	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	1.65305759817976	0.018	0.078
220	HALLMARK_TGF_BETA_SIGNALING	1.65101332349125	0	0
221	BIOCARTA_MEF2D_PATHWAY	1.6457678000341	0.009	0.043669014084507
222	BIOCARTA_P53HYPOXIA_PATHWAY	1.64465219321269	0.008	0.0396546762589928
223	KEGG_N_GLYCAN_BIOSYNTHESIS	1.6390366479977	0.002	0.0120349344978166
224	BIOCARTA_ARF_PATHWAY	1.63504571202683	0.024	0.0990179640718563
225	PID_MYC_REPRESS_PATHWAY	1.63422081421896	0.001	0.00675490196078431
226	BIOCARTA_ATM_PATHWAY	1.63353127419013	0.014	0.0632524590163935
227	KEGG_HUNTINGTONS_DISEASE	1.63191934215834	0	0
228	REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	1.62995418813949	0.013	0.059317880794702
229	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	1.62770767047344	0	0
230	PID_HDAC_CLASSII_PATHWAY	1.62536158804118	0.006	0.0307360594795539
231	PID_CASPASE_PATHWAY	1.62492658691995	0.001	0.00675490196078431
232	BIOCARTA_SARS_PATHWAY	1.62453915898875	0.045	0.167142857142857
233	REACTOME_PYRIMIDINE_METABOLISM	1.6241978185317	0.009	0.043669014084507
234	PID_FOXO_PATHWAY	1.62213235577219	0.001	0.00675490196078431
235	REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	1.62175437569609	0	0
236	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	1.62141756021234	0.014	0.0632524590163935
237	BIOCARTA_PROTEASOME_PATHWAY	1.6180245531835	0.004	0.0212
238	REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	1.61730083468451	0.025	0.102225519287834
239	BIOCARTA_HIVNEF_PATHWAY	1.61698721810401	0.002	0.0120349344978166
240	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	1.61541079128978	0	0
241	REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	1.61506016790407	0.012	0.05512
242	KEGG_BASAL_TRANSCRIPTION_FACTORS	1.61483852727465	0.004	0.0212
243	REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	1.61416771212502	0.015	0.066038338658147
244	REACTOME_FANCONI_ANEMIA_PATHWAY	1.61353718745755	0.012	0.05512
245	REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	1.61227041354005	0.002	0.0120349344978166
246	KEGG_P53_SIGNALING_PATHWAY	1.61181561927348	0.001	0.00675490196078431
247	REACTOME_PACKAGING_OF_TELOMERE_ENDS	1.6063172942865	0.004	0.0212
248	KEGG_ARGININE_AND_PROLINE_METABOLISM	1.60152444095231	0	0
249	HALLMARK_HEME_METABOLISM	1.60150518135414	0	0
250	REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	1.59626210379558	0.038	0.147920903954802
251	BIOCARTA_NDKDYNAMIN_PATHWAY	1.59380789984193	0.027	0.109752212389381
252	BIOCARTA_TNFR1_PATHWAY	1.59256370760008	0.012	0.05512
253	KEGG_GLUTATHIONE_METABOLISM	1.59012831456058	0.004	0.0212
254	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	1.58913777214812	0.008	0.0396546762589928
255	KEGG_STEROID_BIOSYNTHESIS	1.58722863794298	0.036	0.141333333333333
256	REACTOME_MRNA_CAPPING	1.58674486049139	0.013	0.059317880794702
257	REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	1.585544891306	0	0
258	KEGG_FOLATE_BIOSYNTHESIS	1.58428794566638	0.046	0.170397849462366
259	REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	1.58237749283121	0.006	0.0307360594795539
260	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	1.58211635176499	0.001	0.00675490196078431
261	REACTOME_INTERFERON_SIGNALING	1.57943573792255	0	0
262	REACTOME_MEIOSIS	1.56868264942229	0	0
263	PID_ILK_PATHWAY	1.56765410572601	0.005	0.0261977186311787
264	REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	1.56325949486312	0.048	0.174984126984127
265	PID_HDAC_CLASSI_PATHWAY	1.56262435919162	0.002	0.0120349344978166
266	PID_HNF3A_PATHWAY	1.55926122549629	0.003	0.017225
267	HALLMARK_APOPTOSIS	1.55758384043958	0	0
268	PID_PRL_SIGNALING_EVENTS_PATHWAY	1.55687443223276	0.024	0.0990179640718563
269	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1.55593798568498	0	0
270	KEGG_PURINE_METABOLISM	1.55433178396693	0	0
271	REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	1.55300407375009	0.004	0.0212
272	REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	1.55061114223539	0.012	0.05512
273	REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	1.55008509060732	0.018	0.078
274	REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	1.54972205692053	0.004	0.0212
275	REACTOME_UNFOLDED_PROTEIN_RESPONSE	1.54905265682734	0.002	0.0120349344978166
276	REACTOME_APOPTOSIS	1.54829760561245	0	0
277	REACTOME_ELONGATION_ARREST_AND_RECOVERY	1.54600779838816	0.012	0.05512
278	REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	1.54579202205089	0.002	0.0120349344978166
279	KEGG_OOCYTE_MEIOSIS	1.5408186414571	0	0
280	BIOCARTA_FAS_PATHWAY	1.54012575687277	0.016	0.0702165605095541
281	HALLMARK_PEROXISOME	1.53688543740519	0	0
282	BIOCARTA_CASPASE_PATHWAY	1.53537931310733	0.029	0.117190615835777
283	PID_P38_MK2_PATHWAY	1.53438494417841	0.031	0.12418023255814
284	REACTOME_METABOLISM_OF_RNA	1.53255330624808	0	0
285	REACTOME_MEIOTIC_SYNAPSIS	1.53240559005549	0.001	0.00675490196078431
286	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	1.52612485019329	0.015	0.066038338658147
287	BIOCARTA_CALCINEURIN_PATHWAY	1.52561926235074	0.042	0.159
288	PID_P73PATHWAY	1.52460166833832	0.004	0.0212
289	PID_LIS1_PATHWAY	1.52365931319347	0.015	0.066038338658147
290	PID_CMYB_PATHWAY	1.51774504912355	0.001	0.00675490196078431
291	REACTOME_RNA_POL_III_TRANSCRIPTION	1.51458184437432	0.011	0.0524498269896194
292	REACTOME_MEIOTIC_RECOMBINATION	1.51224668623959	0.001	0.00675490196078431
293	KEGG_ALZHEIMERS_DISEASE	1.51207149872148	0	0
294	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	1.5113090568364	0.017	0.074368253968254
295	PID_TGFBR_PATHWAY	1.51081042350821	0.01	0.0478472222222222
296	HALLMARK_P53_PATHWAY	1.50955224990635	0	0
297	REACTOME_RNA_POL_I_TRANSCRIPTION	1.50599660002402	0.002	0.0120349344978166
298	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	1.50419934748619	0.004	0.0212
299	REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	1.50274989377678	0.036	0.141333333333333
300	BIOCARTA_CHREBP2_PATHWAY	1.50161109144313	0.009	0.043669014084507
301	REACTOME_CIRCADIAN_CLOCK	1.49834763593748	0.006	0.0307360594795539
302	HALLMARK_PROTEIN_SECRETION	1.49686020603085	0	0
303	ST_P38_MAPK_PATHWAY	1.49679084940412	0.01	0.0478472222222222
304	REACTOME_PEROXISOMAL_LIPID_METABOLISM	1.4959984250408	0.035	0.138194842406877
305	REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	1.49019706259141	0.042	0.159
306	REACTOME_MICRORNA_MIRNA_BIOGENESIS	1.48687243577358	0.047	0.172709333333333
