	Compare.List	NES	pValue	qValue
38	REACTOME_LAGGING_STRAND_SYNTHESIS	2.19467846375428	0	0
39	BIOCARTA_KREB_PATHWAY	2.1941608891388	0	0
40	REACTOME_RNA_POL_II_TRANSCRIPTION	2.18503455206817	0	0
41	KEGG_SPLICEOSOME	2.18147076771104	0	0
42	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	2.1776438411946	0	0
43	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	2.17663906363883	0	0
44	REACTOME_MRNA_SPLICING	2.15814060913806	0	0
45	REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	2.14629761598373	0	0
46	BIOCARTA_CELLCYCLE_PATHWAY	2.12907625323318	0	0
47	REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	2.12250239203824	0	0
48	PID_MYC_ACTIV_PATHWAY	2.12170920662965	0	0
49	REACTOME_CHOLESTEROL_BIOSYNTHESIS	2.11601808906018	0	0
50	REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	2.10249878719705	0	0
51	REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	2.10122495880244	0	0
52	REACTOME_MRNA_3_END_PROCESSING	2.09750204294204	0	0
53	REACTOME_GLUCOSE_TRANSPORT	2.09570439700687	0	0
54	REACTOME_HIV_LIFE_CYCLE	2.09519214575703	0	0
55	REACTOME_MITOTIC_G2_G2_M_PHASES	2.09005958753589	0	0
56	REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	2.08898295694109	0	0
57	REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	2.08681169093814	0	0
58	REACTOME_INTEGRATION_OF_PROVIRUS	2.08283285015807	0	0
59	REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	2.07865113080272	0	0
60	HALLMARK_PROTEIN_SECRETION	2.0766667265723	0	0
61	REACTOME_TRNA_AMINOACYLATION	2.07631003753176	0	0
62	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	2.0748397536827	0	0
63	REACTOME_DOUBLE_STRAND_BREAK_REPAIR	2.0686113788487	0	0
64	PID_FANCONI_PATHWAY	2.06642879492069	0	0
65	REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	2.06429063550664	0.001	0.00441987179487179
66	REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	2.06268250546831	0	0
67	SA_G2_AND_M_PHASES	2.05970303603081	0.001	0.00441987179487179
68	REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	2.05683702198674	0	0
69	REACTOME_CELL_CYCLE_MITOTIC	2.05674825136712	0	0
70	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	2.05483305448149	0	0
71	KEGG_RNA_DEGRADATION	2.05411606297433	0	0
72	PID_E2F_PATHWAY	2.0492214091946	0	0
73	BIOCARTA_MCM_PATHWAY	2.04332844053988	0.001	0.00441987179487179
74	REACTOME_METABOLISM_OF_PORPHYRINS	2.04329860630046	0	0
75	HALLMARK_ANDROGEN_RESPONSE	2.04192405869161	0	0
76	REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	2.03501108398959	0	0
77	BIOCARTA_SKP2E2F_PATHWAY	2.03485604471741	0.001	0.00441987179487179
78	SA_G1_AND_S_PHASES	2.02883341754049	0	0
79	KEGG_HOMOLOGOUS_RECOMBINATION	2.02254964639864	0	0
80	REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	2.02223948641314	0	0
81	REACTOME_UNFOLDED_PROTEIN_RESPONSE	2.02063114062825	0	0
82	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	2.01400094803138	0	0
83	REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	2.01240412839452	0	0
84	REACTOME_DNA_REPLICATION	2.01235359969242	0	0
85	BIOCARTA_GLYCOLYSIS_PATHWAY	2.01124229495151	0.002	0.00801744186046512
86	REACTOME_PROTEIN_FOLDING	2.0090660544213	0	0
87	HALLMARK_DNA_REPAIR	2.00841015810715	0	0
88	KEGG_CELL_CYCLE	2.00430550739801	0	0
89	HALLMARK_MITOTIC_SPINDLE	2.0005321202301	0	0
90	REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	1.99846478426627	0	0
91	BIOCARTA_TEL_PATHWAY	1.99636961079014	0.001	0.00441987179487179
92	REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	1.99512548593575	0.001	0.00441987179487179
93	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	1.99329517795612	0	0
94	REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	1.98538156994596	0.002	0.00801744186046512
95	REACTOME_METABOLISM_OF_POLYAMINES	1.98158959234058	0	0
96	REACTOME_BASE_EXCISION_REPAIR	1.97963156267326	0	0
97	REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	1.97644068291324	0	0
98	REACTOME_MITOTIC_M_M_G1_PHASES	1.97551663264163	0	0
99	REACTOME_G0_AND_EARLY_G1	1.9752600321411	0	0
100	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1.97359710905667	0	0
101	REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	1.97325570586274	0	0
102	REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	1.97288312988106	0	0
103	REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	1.9713477618603	0	0
104	KEGG_LIMONENE_AND_PINENE_DEGRADATION	1.96670499979653	0.002	0.00801744186046512
105	REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	1.96265398324438	0	0
106	KEGG_PROTEIN_EXPORT	1.96176041987914	0	0
107	REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	1.95851997828267	0	0
108	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1.95666152606607	0	0
109	REACTOME_GLUCONEOGENESIS	1.95491729408595	0	0
110	REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	1.95413175232455	0	0
111	REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	1.9535531916286	0	0
112	REACTOME_G1_PHASE	1.9516270565359	0	0
113	REACTOME_SULFUR_AMINO_ACID_METABOLISM	1.94998749509211	0	0
114	REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	1.94774182963841	0.001	0.00441987179487179
115	HALLMARK_FATTY_ACID_METABOLISM	1.94710375903117	0	0
116	REACTOME_MRNA_SPLICING_MINOR_PATHWAY	1.94231111421438	0	0
117	REACTOME_APOPTOTIC_EXECUTION_PHASE	1.93547727614109	0	0
118	REACTOME_CELL_CYCLE	1.93358273252396	0	0
119	PID_AURORA_A_PATHWAY	1.93256959018494	0	0
120	REACTOME_METABOLISM_OF_NUCLEOTIDES	1.93210623176411	0	0
121	PID_TELOMERASE_PATHWAY	1.9302552084322	0	0
122	REACTOME_GLOBAL_GENOMIC_NER_GG_NER	1.92980283011225	0	0
123	REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	1.9297004372752	0	0
124	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	1.9286572341785	0	0
125	BIOCARTA_RB_PATHWAY	1.92685211004349	0.001	0.00441987179487179
126	KEGG_MISMATCH_REPAIR	1.92525540227291	0.001	0.00441987179487179
127	BIOCARTA_RAB_PATHWAY	1.92357144672231	0.001	0.00441987179487179
128	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	1.92259737565101	0	0
129	KEGG_PYRUVATE_METABOLISM	1.92002332456459	0	0
130	BIOCARTA_P27_PATHWAY	1.91932378841659	0.001	0.00441987179487179
131	REACTOME_GLYCOLYSIS	1.91686625537255	0	0
132	KEGG_NUCLEOTIDE_EXCISION_REPAIR	1.91550945998035	0	0
133	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	1.908777550271	0	0
134	REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	1.90588780859036	0	0
135	REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	1.90413799052813	0.008	0.0260188679245283
136	REACTOME_MITOTIC_G1_G1_S_PHASES	1.90223584699308	0	0
137	REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	1.90190278534757	0	0
138	PID_FOXM1_PATHWAY	1.90137112649866	0	0
139	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	1.89975851680538	0.002	0.00801744186046512
140	REACTOME_NUCLEOTIDE_EXCISION_REPAIR	1.89656999556881	0	0
141	BIOCARTA_SALMONELLA_PATHWAY	1.89648729861666	0.001	0.00441987179487179
142	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	1.8947265673435	0	0
143	REACTOME_PERK_REGULATED_GENE_EXPRESSION	1.89330521998019	0	0
144	BIOCARTA_G2_PATHWAY	1.89319951101974	0	0
145	REACTOME_GLUCOSE_METABOLISM	1.89178651810957	0	0
146	REACTOME_S_PHASE	1.89053827071281	0	0
147	HALLMARK_PEROXISOME	1.88156281397269	0	0
148	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	1.88147439994512	0	0
149	REACTOME_HIV_INFECTION	1.8763107414127	0	0
150	REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	1.87082258558668	0	0
151	PID_ILK_PATHWAY	1.86898509698289	0	0
152	KEGG_STEROID_BIOSYNTHESIS	1.86822997891871	0	0
153	HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.86527849706347	0	0
154	KEGG_PENTOSE_PHOSPHATE_PATHWAY	1.86401123417315	0.001	0.00441987179487179
155	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1.86333284428043	0	0
156	REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	1.86291540667471	0.001	0.00441987179487179
157	BIOCARTA_P53_PATHWAY	1.8628643442236	0.001	0.00441987179487179
158	REACTOME_DNA_REPAIR	1.86240570122277	0	0
159	REACTOME_G1_S_TRANSITION	1.86135365928747	0	0
160	REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	1.85620953668047	0.003	0.0114598337950139
161	REACTOME_MRNA_CAPPING	1.85134594936989	0	0
162	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	1.85122714478322	0	0
163	REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	1.8500188602657	0.002	0.00801744186046512
164	REACTOME_PYRUVATE_METABOLISM	1.84550353630721	0.002	0.00801744186046512
165	REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	1.84387676025567	0.001	0.00441987179487179
166	REACTOME_ELONGATION_ARREST_AND_RECOVERY	1.84377105624518	0	0
167	PID_MYC_PATHWAY	1.84125600801681	0	0
168	PID_P53_REGULATION_PATHWAY	1.84118924786952	0	0
169	REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	1.84002782139453	0.011	0.0337088888888889
170	KEGG_BASE_EXCISION_REPAIR	1.83876227525228	0.001	0.00441987179487179
171	REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	1.83875492976057	0.001	0.00441987179487179
172	BIOCARTA_G1_PATHWAY	1.8368891801901	0	0
173	HALLMARK_ADIPOGENESIS	1.83601103019359	0	0
174	BIOCARTA_DNAFRAGMENT_PATHWAY	1.83561714181331	0.012	0.0358958785249458
175	REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	1.83524458774752	0	0
176	REACTOME_SYNTHESIS_OF_DNA	1.83480125919919	0	0
177	PID_ATM_PATHWAY	1.83243532993511	0.001	0.00441987179487179
178	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1.82390447047077	0	0
179	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	1.82330620226892	0	0
180	BIOCARTA_CDC42RAC_PATHWAY	1.82311187169243	0.001	0.00441987179487179
181	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	1.82171833292092	0	0
182	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	1.81584075244743	0	0
183	KEGG_P53_SIGNALING_PATHWAY	1.81534793506511	0	0
184	REACTOME_MEMBRANE_TRAFFICKING	1.81210705469222	0	0
185	REACTOME_TRANSCRIPTION	1.81121494771307	0	0
186	PID_RANBP2_PATHWAY	1.80780829541363	0.005	0.0178626943005181
187	REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	1.80599891757421	0.002	0.00801744186046512
188	KEGG_PYRIMIDINE_METABOLISM	1.80283876008435	0	0
189	BIOCARTA_ETC_PATHWAY	1.80110561543164	0.002	0.00801744186046512
190	REACTOME_ERKS_ARE_INACTIVATED	1.79909972134764	0.002	0.00801744186046512
191	REACTOME_ACTIVATION_OF_GENES_BY_ATF4	1.79720846429932	0	0
192	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	1.788769187853	0.002	0.00801744186046512
193	REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	1.78740647018538	0.002	0.00801744186046512
194	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	1.78560190457659	0.002	0.00801744186046512
195	HALLMARK_APOPTOSIS	1.78538213938475	0	0
196	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	1.78259821672226	0	0
197	HALLMARK_UV_RESPONSE_UP	1.77965355960312	0	0
198	PID_PRL_SIGNALING_EVENTS_PATHWAY	1.77720648937317	0.003	0.0114598337950139
199	BIOCARTA_CASPASE_PATHWAY	1.7758248609208	0.004	0.0147486631016043
200	KEGG_PROPANOATE_METABOLISM	1.77558403557207	0.001	0.00441987179487179
201	PID_AR_PATHWAY	1.77545105010857	0	0
202	HALLMARK_P53_PATHWAY	1.7750362449741	0	0
203	REACTOME_RNA_POL_III_TRANSCRIPTION	1.77395185702114	0.001	0.00441987179487179
204	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	1.77264470190052	0	0
205	REACTOME_PURINE_METABOLISM	1.77153219051911	0.001	0.00441987179487179
206	PID_P73PATHWAY	1.77056843188437	0	0
207	KEGG_BASAL_TRANSCRIPTION_FACTORS	1.76908783628316	0.001	0.00441987179487179
208	REACTOME_COPI_MEDIATED_TRANSPORT	1.76832855861048	0.019	0.0520894632206759
209	BIOCARTA_HIVNEF_PATHWAY	1.76781716391286	0	0
210	BIOCARTA_FAS_PATHWAY	1.76734033026359	0	0
211	BIOCARTA_ATM_PATHWAY	1.76442617677609	0.001	0.00441987179487179
212	KEGG_ONE_CARBON_POOL_BY_FOLATE	1.76188764247552	0.003	0.0114598337950139
213	REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	1.76167268188031	0.003	0.0114598337950139
214	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.75982754818704	0.004	0.0147486631016043
215	REACTOME_GAP_JUNCTION_DEGRADATION	1.75692590703075	0.021	0.0564502923976608
216	REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	1.75533798393388	0.004	0.0147486631016043
217	KEGG_FATTY_ACID_METABOLISM	1.7522456511797	0	0
218	REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	1.74986933909006	0.002	0.00801744186046512
219	REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	1.74971043466914	0	0
220	REACTOME_KINESINS	1.74945428870376	0.001	0.00441987179487179
221	PID_MTOR_4PATHWAY	1.74845676089293	0	0
222	REACTOME_M_G1_TRANSITION	1.74709286245874	0	0
223	REACTOME_CELL_CYCLE_CHECKPOINTS	1.7470348257123	0	0
224	REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	1.74678472340739	0.001	0.00441987179487179
225	PID_CASPASE_PATHWAY	1.74551648846466	0	0
226	REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	1.7450679305125	0.009	0.0285310344827586
227	HALLMARK_TGF_BETA_SIGNALING	1.74444891934188	0	0
228	REACTOME_APOPTOSIS	1.74396262983791	0	0
229	KEGG_RNA_POLYMERASE	1.74381934041431	0	0
230	REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	1.74177912231782	0.004	0.0147486631016043
231	REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	1.74051275444361	0.023	0.0605286259541985
232	REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	1.74008128491638	0.001	0.00441987179487179
233	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	1.73944356429905	0	0
234	HALLMARK_HYPOXIA	1.73898945764224	0	0
235	REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	1.73595996158981	0.005	0.0178626943005181
236	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	1.73395331597483	0	0
237	REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	1.73336818933829	0	0
238	BIOCARTA_MAL_PATHWAY	1.72673545198428	0	0
239	BIOCARTA_MITOCHONDRIA_PATHWAY	1.72651525426016	0.002	0.00801744186046512
240	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	1.72613161796948	0.002	0.00801744186046512
241	REACTOME_SMOOTH_MUSCLE_CONTRACTION	1.72372520103637	0.006	0.0207368421052632
242	PID_HIF1_TFPATHWAY	1.72284813444473	0	0
243	REACTOME_PYRIMIDINE_METABOLISM	1.72254609171671	0.001	0.00441987179487179
244	PID_ECADHERIN_NASCENT_AJ_PATHWAY	1.72132720547013	0	0
245	PID_RB_1PATHWAY	1.72051299965786	0	0
246	BIOCARTA_ATRBRCA_PATHWAY	1.71886936262654	0.002	0.00801744186046512
247	ST_P38_MAPK_PATHWAY	1.71860333421616	0	0
248	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	1.7174629451747	0	0
249	HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.71377221769535	0	0
250	BIOCARTA_EIF2_PATHWAY	1.71359619164425	0.016	0.0455867768595041
251	REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	1.71228801577524	0.001	0.00441987179487179
252	REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	1.70857918811392	0	0
253	BIOCARTA_CHEMICAL_PATHWAY	1.7066475795714	0.003	0.0114598337950139
254	REACTOME_LYSOSOME_VESICLE_BIOGENESIS	1.70458906176762	0.006	0.0207368421052632
255	REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	1.70277327807119	0	0
256	BIOCARTA_P53HYPOXIA_PATHWAY	1.70255672948073	0.003	0.0114598337950139
257	BIOCARTA_RACCYCD_PATHWAY	1.7024913106296	0.004	0.0147486631016043
258	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	1.7022274073023	0	0
259	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	1.69844508698004	0.012	0.0358958785249458
260	ST_TUMOR_NECROSIS_FACTOR_PATHWAY	1.69689128707609	0	0
261	KEGG_SELENOAMINO_ACID_METABOLISM	1.69656110375186	0.004	0.0147486631016043
262	PID_HDAC_CLASSI_PATHWAY	1.69138887466116	0	0
263	PID_LIS1_PATHWAY	1.6909828493474	0.003	0.0114598337950139
264	BIOCARTA_PTC1_PATHWAY	1.69055946487155	0.017	0.0476483739837398
265	REACTOME_BASIGIN_INTERACTIONS	1.69053005864771	0	0
266	KEGG_ARGININE_AND_PROLINE_METABOLISM	1.68355305011584	0	0
267	BIOCARTA_MTOR_PATHWAY	1.68354958467287	0.007	0.0234296116504854
268	HALLMARK_GLYCOLYSIS	1.68254001419846	0	0
269	PID_P53_DOWNSTREAM_PATHWAY	1.68151377728139	0	0
270	BIOCARTA_CDMAC_PATHWAY	1.6812608139907	0.008	0.0260188679245283
271	PID_FOXO_PATHWAY	1.68084189577374	0	0
272	PID_SMAD2_3PATHWAY	1.67819101809605	0.007	0.0234296116504854
273	KEGG_ALZHEIMERS_DISEASE	1.67776431238542	0	0
274	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1.67728692173656	0	0
275	SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	1.67528519276482	0.002	0.00801744186046512
276	REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	1.67468540035347	0.002	0.00801744186046512
277	REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	1.67466523459041	0.018	0.0500443548387097
278	REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	1.67445662831439	0	0
279	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	1.67305717448967	0.006	0.0207368421052632
280	BIOCARTA_CALCINEURIN_PATHWAY	1.6729783256473	0.012	0.0358958785249458
281	REACTOME_DIABETES_PATHWAYS	1.67046555092204	0	0
282	KEGG_GALACTOSE_METABOLISM	1.6700571251072	0.004	0.0147486631016043
283	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1.66936229135004	0	0
284	PID_NFAT_3PATHWAY	1.66740987896592	0	0
285	REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	1.66709762831016	0.006	0.0207368421052632
286	BIOCARTA_SRCRPTP_PATHWAY	1.66655270911827	0.019	0.0520894632206759
287	REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	1.66643700409871	0	0
288	BIOCARTA_TNFR1_PATHWAY	1.66170760633811	0.001	0.00441987179487179
289	PID_TGFBR_PATHWAY	1.65901430023144	0	0
290	KEGG_HUNTINGTONS_DISEASE	1.65813462621973	0	0
291	BIOCARTA_ETS_PATHWAY	1.65789406277295	0.012	0.0358958785249458
292	BIOCARTA_GPCR_PATHWAY	1.65646419083389	0.002	0.00801744186046512
293	PID_ARF6_DOWNSTREAM_PATHWAY	1.6558778002433	0.005	0.0178626943005181
294	PID_DNA_PK_PATHWAY	1.65587711196093	0.01	0.0309887640449438
295	KEGG_GLUTATHIONE_METABOLISM	1.65514666265785	0	0
296	REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	1.65511631869485	0.003	0.0114598337950139
297	BIOCARTA_D4GDI_PATHWAY	1.65479821196848	0.021	0.0564502923976608
298	REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	1.65462282260642	0.003	0.0114598337950139
299	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	1.65262275217515	0.001	0.00441987179487179
300	REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	1.65151919897886	0.002	0.00801744186046512
301	REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	1.65079257929181	0.002	0.00801744186046512
302	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	1.65022613633147	0	0
303	REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	1.64838062990784	0.01	0.0309887640449438
